   ,roll_thick,roll_width,corect_length,len_crop,MAX(ROLL_AIM_LEN-COMBINE_PLATE
526,100,2200,11273,450,450
527,240,2200,5750,0,0
528,35,2200,26160,1000,1000
529,180,2600,6200,250,250
530,70,2200,10600,420,420
531,48,3490,14700,1000,1000
532,280,2200,4100,0,0
533,60,2200,20666,800,800
534,250,2200,4600,0,0
535,50,2200,18788,700,700
536,45,2200,20876,800,800
537,90,2200,10438,420,420
538,75,2700,8000,270,270
539,150,2200,8600,320,320
540,135,2200,6500,250,250
541,32,2500,26655,1000,1000
542,80,2600,10300,420,420
543,140,2500,7200,270,270
544,520,2000,3210,0,0
545,130,2200,9972,370,370
546,130,2200,7350,270,270
547,120,2500,8400,320,320
548,55,2200,20248,800,800
549,55,2200,20000,700,700
550,50,2450,15500,600,600
551,249,2350,4245,0,0
552,35,2000,10000,370,370
553,225,2200,6140,0,0
554,90,2140,12560,500,500
555,95,2200,11600,450,450
556,60,2200,20400,800,800
557,179,2200,6297,0,0
558,240,2200,5850,0,0
559,90,2400,10788,500,500
560,60,2600,16700,650,650
561,70,2200,16600,650,650
562,90,2200,11387,450,450
563,60,2600,11600,450,450
564,249,2200,5560,0,0
565,120,2600,7615,270,270
566,50,2500,21048,800,800
567,140,2200,8200,320,320
568,210,2200,6450,0,0
569,80,2200,16600,650,650
570,70,2200,17200,650,650
571,120,2600,8400,320,320
572,100,2600,10500,420,420
573,150,2200,7250,270,270
574,260,2200,5350,0,0
575,60,2200,18672,700,700
576,340,2200,4144,0,0
577,120,2600,8200,320,320
578,65,3000,15906,600,600
579,50,2680,18462,700,700
580,30,2200,25050,1120,1120
581,300,2500,4200,200,200
582,70,2500,10300,420,420
583,140,2200,9260,470,470
584,60,2500,20280,940,940
585,230,2200,6126,250,250
586,200,2500,6220,250,250
587,50,2550,15200,700,700
588,55,2200,23500,1100,1100
589,36,3500,22520,1300,1300
590,32,2200,22960,1090,1090
591,30,2430,24600,1190,1190
592,260,2200,5203,0,0
593,36,3030,25420,1300,1300
594,36,3500,12800,800,800
595,170,2200,6631,280,280
596,240,2200,5871,0,0
597,80,2760,9160,450,450
598,50,3230,12620,750,750
599,50,3400,12600,750,750
600,130,2500,9569,470,470
601,75,2950,10900,700,700
602,480,2200,3170,0,0
603,110,2600,10884,420,420
604,105,2200,10736,500,500
605,150,2200,9018,0,0
606,220,2200,6250,0,0
607,270,2000,4580,0,0
608,45,2500,23054,1090,1090
609,360,2200,3131,0,0
610,380,2000,4020,0,0
611,329,2350,4016,0,0
612,370,2200,3427,0,0
613,26,2610,22212,850,850
614,60,2200,21344,800,800
615,220,2000,5650,0,0
616,34,2300,22400,850,850
617,40,2500,18572,700,700
618,100,2200,13200,580,580
619,150,2600,7055,270,270
620,350,2200,4200,0,0
621,319,2300,4230,0,0
622,80,2500,10300,500,500
623,60,2200,21400,1050,1050
624,60,2200,20400,940,940
625,380,2200,3559,0,0
626,65,2200,17342,800,800
627,82,2200,11456,530,530
628,140,2200,7549,270,270
629,32,2200,24720,1120,1120
630,45,2200,27834,1000,1000
631,125,2200,8528,320,320
632,320,2200,3914,170,170
633,85,2200,8726,320,320
634,380,2200,3200,0,0
635,300,2200,4175,200,200
636,75,3000,11029,700,700
637,80,2200,9450,470,470
638,320,2200,4227,0,0
639,210,2330,5050,250,250
640,70,2600,17102,800,800
641,150,2200,7045,270,270
642,28,2200,27297,1000,1000
643,150,2200,6763,250,250
644,149,2200,6200,250,250
645,145,2200,8100,320,320
646,70,2200,17000,800,800
647,55,2700,20828,960,960
648,200,2200,3000,150,150
649,90,2200,11700,530,530
650,25,2330,22400,1080,1080
651,170,2200,8250,0,0
652,70,2200,20936,940,940
653,20,2500,26000,1120,1120
654,55,2400,11650,540,540
655,60,2500,16586,800,800
656,25,2200,27474,1280,1280
657,32,2500,25917,1120,1120
658,30,2200,22544,1050,1050
659,30,2200,19506,920,920
660,45,2500,20400,960,960
661,110,2450,5550,280,280
662,235,2200,4797,0,0
663,45,2380,21571,1050,1050
664,40,2050,19859,920,920
665,650,2000,2550,0,0
666,90,2200,11273,540,540
667,100,2400,10356,500,500
668,120,2200,7515,270,270
669,270,2200,5190,0,0
670,125,2400,8285,320,320
671,100,2200,11400,540,540
672,135,1950,12500,560,560
673,60,2200,19716,920,920
674,180,2200,7400,270,270
675,160,2200,8400,320,320
676,120,2500,9215,470,470
677,115,2200,8250,320,320
678,35,2500,21972,1050,1050
679,85,2500,11708,530,530
680,60,2500,12000,540,540
681,50,2200,23028,1100,1100
682,30,2200,23058,1100,1100
683,50,2500,9000,350,350
684,60,2480,19074,900,900
685,70,2200,18582,900,900
686,65,2200,18000,800,800
687,190,2400,6770,0,0
688,45,2580,13220,580,580
689,180,2200,5323,0,0
690,150,2200,6388,0,0
691,280,2200,4428,140,140
692,280,2000,4200,140,140
693,160,2200,5988,0,0
694,155,2200,6909,0,0
695,80,2460,8130,400,400
696,185,2200,6900,280,280
697,80,2500,11749,540,540
698,50,1850,15200,700,700
699,30,2530,26784,1220,1220
700,60,2500,10366,500,500
701,25,2200,27900,1280,1280
702,80,2500,10573,500,500
703,130,2750,4250,200,200
704,50,2000,20612,960,960
705,40,2200,25830,1120,1120
706,55,2500,20500,960,960
707,90,2200,8500,400,400
708,310,2200,4540,0,0
709,30,2200,28200,1350,1350
710,28,2400,23116,1100,1100
711,28,2200,20130,960,960
712,25,2500,22116,1080,1080
713,60,4000,12000,750,750
714,580,2000,2878,0,0
715,130,2200,10598,500,500
716,100,2200,11776,540,540
717,115,2500,8660,400,400
718,100,3180,6750,400,400
719,278,2200,5068,0,0
720,60,2200,9101,470,470
721,55,2500,11309,540,540
722,80,2500,11662,540,540
723,50,2200,27900,1280,1280
724,215,2000,6000,0,0
725,50,2500,11693,540,540
726,30,2190,24600,1120,1120
727,28,2250,28600,1350,1350
728,270,2200,5600,0,0
729,170,2200,8289,400,400
730,200,2200,7045,0,0
731,30,2200,25050,950,950
732,25,2200,26700,1000,1000
733,30,2200,16600,650,650
734,32,2200,22018,850,850
735,140,3000,6200,250,250
736,58,2350,7365,270,270
737,60,2200,17984,650,650
738,50,2430,10200,420,420
739,45,2200,16800,650,650
740,40,2500,16400,650,650
741,60,2270,11500,450,450
742,40,2200,18032,700,700
743,50,2430,12210,500,500
744,65,2200,10883,420,420
745,60,2700,9791,370,370
746,50,2500,11464,450,450
747,50,2500,11483,450,450
748,40,2500,11686,450,450
749,55,2200,10064,420,420
750,45,2200,16600,650,650
751,60,3000,11000,420,420
752,30,2200,25500,950,950
753,65,2500,9569,370,370
754,90,2200,11500,450,450
755,80,3000,10615,420,420
756,110,2350,8730,320,320
757,80,2200,11500,450,450
758,80,2200,10374,420,420
759,105,2200,11029,450,450
760,40,2200,18380,700,700
761,36,3220,9700,600,600
762,130,2600,7537,270,270
763,25,2200,19500,700,700
764,30,2200,17000,650,650
765,70,3000,10000,370,370
766,110,2200,8300,320,320
767,80,2500,10366,420,420
768,120,2500,9215,370,370
769,48,3000,7350,270,270
770,110,2200,8540,320,320
771,145,2200,7774,270,270
772,70,2200,16800,650,650
773,80,2200,10568,420,420
774,170,2200,6631,0,0
775,60,2470,11380,450,450
776,80,2000,18000,650,650
777,40,2200,27000,1000,1000
778,110,2350,7850,270,270
779,300,2200,4600,0,0
780,210,2200,5400,0,0
781,70,2500,9400,370,370
782,80,2200,16400,650,650
783,110,2600,7256,270,270
784,58,2530,14730,600,600
785,35,2450,12000,450,450
786,190,2500,5238,230,230
787,80,2660,6400,250,250
788,180,2200,6262,250,250
789,100,2200,9394,370,370
790,60,2200,18000,650,650
791,50,2200,18000,650,650
792,60,2500,16586,650,650
793,90,2600,10800,420,420
794,160,2200,7200,270,270
795,140,2200,9260,370,370
796,160,2200,8102,320,320
797,30,2500,28500,1100,1100
798,60,2200,21000,800,800
799,32,2800,24600,1250,1250
800,50,2300,16600,650,650
801,65,2200,18000,650,650
802,95,2600,10300,420,420
803,50,2030,17650,650,650
804,30,2200,28900,1100,1100
805,170,2200,8200,0,0
806,195,2200,7200,0,0
807,269,2200,5220,0,0
808,120,2200,10000,370,370
809,100,2500,10520,420,420
810,330,2200,4200,0,0
811,289,2300,4640,0,0
812,100,2500,11200,450,450
813,60,2600,18600,700,700
814,245,2200,5650,0,0
815,290,2200,4830,0,0
816,110,2200,11700,450,450
817,190,2200,6300,0,0
818,80,3000,9500,600,600
819,230,2600,4500,200,200
820,220,2600,4600,200,200
821,200,2200,6600,250,250
822,150,2200,6400,250,250
823,40,2200,23000,850,850
824,85,2600,11320,450,450
825,280,2200,4136,200,200
826,55,2500,18094,700,700
827,299,2300,4490,0,0
828,298,2200,4710,0,0
829,50,2200,17800,650,650
830,70,2200,18600,700,700
831,65,2200,19510,700,700
832,60,2400,18000,650,650
833,65,2600,10700,420,420
834,55,2200,20402,800,800
835,95,2200,11800,530,530
836,50,2200,22130,850,850
837,320,2200,4380,0,0
838,100,2500,9952,470,470
839,40,2500,24879,1120,1120
840,80,2200,17614,800,800
841,36,2500,23036,900,900
842,150,2600,7981,270,270
843,35,2200,28200,1100,1100
844,70,2200,16300,650,650
845,55,2500,19944,900,900
846,36,2300,19060,900,900
847,180,2500,6911,250,250
848,60,2500,20732,940,940
849,65,2200,21600,1000,1000
850,36,3220,23480,1350,1350
851,36,3180,21000,1200,1200
852,36,3110,23520,1350,1350
853,36,2750,23520,1200,1200
854,170,2200,6631,250,250
855,36,2280,22560,1080,1080
856,36,2270,23710,1100,1100
857,30,2130,25800,1190,1190
858,140,3000,6300,280,280
859,50,2030,8750,320,320
860,120,2500,10366,500,500
861,40,2100,24300,1120,1120
862,40,2150,23270,1090,1090
863,40,2680,23076,1140,1140
864,50,3440,12440,750,750
865,50,3370,16540,1000,1000
866,50,2000,10000,370,370
867,25,2200,24000,1090,1090
868,100,2500,9800,470,470
869,100,2200,9864,470,470
870,190,2200,4746,0,0
871,350,2200,4026,140,140
872,280,2200,4831,0,0
873,270,2200,5010,0,0
874,40,2500,23560,1100,1100
875,145,2200,9150,470,470
876,110,2200,10300,420,420
877,85,2200,9947,470,470
878,32,2020,24720,1120,1120
879,50,2500,21326,1000,1000
880,330,2200,3221,0,0
881,50,2600,22600,1080,1080
882,340,2200,3450,0,0
883,50,2610,12120,500,500
884,28,2200,23066,1100,1100
885,370,2200,3046,0,0
886,215,2200,3277,0,0
887,195,2200,7180,0,0
888,339,2350,3898,0,0
889,45,2200,22268,850,850
890,90,2200,8400,320,320
891,28,2420,24720,1120,1120
892,135,2200,8016,320,320
893,32,2530,24000,1180,1180
894,50,2030,20600,800,800
895,50,2030,18800,700,700
896,185,2200,7312,0,0
897,175,2200,7730,0,0
898,50,2030,17000,650,650
899,120,2200,10803,420,420
900,350,2000,4360,0,0
901,300,2200,4697,200,200
902,45,2700,20400,960,960
903,70,2500,11800,530,530
904,78,2400,11064,530,530
905,300,2200,3288,0,0
906,80,2200,18000,800,800
907,125,2200,9018,470,470
908,69,2200,17970,800,800
909,28,2300,24900,1120,1120
910,119,2200,8150,320,320
911,50,2200,21136,1050,1050
912,100,2500,10503,500,500
913,45,2200,25050,1120,1120
914,35,2400,27741,1000,1000
915,140,2200,7381,270,270
916,40,2380,24168,1120,1120
917,25,2400,28245,1100,1100
918,60,2200,23400,1100,1100
919,90,2500,11700,530,530
920,60,2500,19138,900,900
921,159,2200,7090,0,0
922,150,2200,9350,0,0
923,320,2200,3331,0,0
924,80,2500,10400,500,500
925,270,2200,3100,0,0
926,169,2350,6255,0,0
927,160,2200,7200,0,0
928,350,2200,3865,0,0
929,160,2000,8440,350,350
930,100,2400,11096,530,530
931,229,2200,6153,0,0
932,60,2200,17888,800,800
933,100,2600,10300,420,420
934,140,3600,6110,490,490
935,179,2200,7830,0,0
936,150,2200,7515,270,270
937,70,2200,16500,800,800
938,45,2200,27555,1000,1000
939,360,2200,3757,0,0
940,70,2500,16700,800,800
941,65,2500,19138,920,920
942,55,2400,22200,1080,1080
943,80,2060,15500,700,700
944,25,2260,26208,1220,1220
945,85,2100,10407,500,500
946,50,2200,22302,1080,1080
947,60,2480,14075,650,650
948,48,2650,22000,960,960
949,170,2200,7800,350,350
950,45,2200,16600,800,800
951,82,2400,10525,500,500
952,45,2070,27266,1280,1280
953,110,2600,10186,500,500
954,159,2200,8800,0,0
955,100,3000,8450,320,320
956,100,2500,10050,500,500
957,135,2400,7671,270,270
958,115,2400,9005,470,470
959,30,2200,26304,1220,1220
960,40,2200,23200,1100,1100
961,60,2600,14000,600,600
962,100,2200,10821,500,500
963,40,2130,21200,1000,1000
964,300,2000,4200,0,0
965,40,2200,25620,1120,1120
966,28,2350,28600,1350,1350
967,85,2250,10600,500,500
968,60,2190,20906,940,940
969,60,2400,21000,960,960
970,80,2200,11159,540,540
971,45,2580,20310,960,960
972,70,2400,10568,500,500
973,380,2000,3254,0,0
